url,title,asin,price,brand,product_details,breadcrumbs,images_list,Outer Material,Inner Material,Sole,Closure,Heel Height,Heel Type,Shoe Width
https://www.amazon.co.uk/dp/B08KY8RTQX,Superdry Women's Premium Basket Lux Trainer Sneaker,B08KY8RTQX,£33.15 - £104.26,Superdry,"Product Dimensions: 
30 x 20 x 10 cm; 1 Kilograms


Date First Available: 
9 Oct. 2020


Manufacturer: 
SUPERDRY


ASIN: 
B08KY9NFDJ


Item model number: 
WF110079A 4MN


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41xLm0JmfcL.jpg, https://m.media-amazon.com/images/I/41q0Ugk5SkL.jpg, https://m.media-amazon.com/images/I/31nRgDpdU7L.jpg, https://m.media-amazon.com/images/I/31izwua8vML.jpg, https://m.media-amazon.com/images/I/31HaftlBX7L.jpg, https://m.media-amazon.com/images/I/31bJuMlm2wL.jpg, https://m.media-amazon.com/images/I/41UB2BSdPzL.jpg",Synthetic,Leather,Leather,Lace-Up,1 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B0828CQ4N6,Geox Women's D Nebula Sneaker,B0828CQ4N6,£70.44 - £104.82,Visit the Geox Store,"Product Dimensions: 
3 x 2.05 x 1.1 cm; 200 Grams


Date First Available: 
3 Dec. 2019


Manufacturer: 
Geox


ASIN: 
B0828CQ4N6


Item model number: 
D941EE000ZG


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41PklfTo8DL.jpg, https://m.media-amazon.com/images/I/41B-AVBIlhL.jpg, https://m.media-amazon.com/images/I/4147NH1l6sL.jpg, https://m.media-amazon.com/images/I/31JwvXuHbpL.jpg, https://m.media-amazon.com/images/I/314EFjD428L.jpg, https://m.media-amazon.com/images/I/41+qDzIKZTL.jpg, https://m.media-amazon.com/images/I/41B0mUtc-ML.jpg",Synthetic,Synthetic,Synthetic,Pull On,3 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B07NQF569P,Think! Women's Turna_585046 Hi-Top Trainers,B07NQF569P,£78.86 - £151.53,Think!,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
34.6 x 20.2 x 12 cm; 870 Grams


Date First Available: 
23 Feb. 2019


Manufacturer: 
THINK!


ASIN: 
B07NQDCYZ5


Item model number: 
585046


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31D2qabigBL.jpg, https://m.media-amazon.com/images/I/41XHMAkFSQL.jpg, https://m.media-amazon.com/images/I/41NzvxgEhJL.jpg, https://m.media-amazon.com/images/I/31B6j06iGcL.jpg, https://m.media-amazon.com/images/I/31DxeM2YMrL.jpg, https://m.media-amazon.com/images/I/31NrBK0-u3L.jpg, https://m.media-amazon.com/images/I/41l1Y9VPtqL.jpg",Leather,Leather,Rubber,Zip,0.5 centimetres,Flat,Normal
https://www.amazon.co.uk/dp/B0727R6DYJ,MINITOO Peep Toe Ankle Strap Mesh Latin Dancing Shoes Party Evening Prom Sandals,B0727R6DYJ,£22.99,Visit the MINITOO Store,"Date First Available: 
27 April 2017


ASIN: 
B071H9SDMN


Item model number: 
MinitooUK-QJ7111-Black4


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Dance Shoes']","https://m.media-amazon.com/images/I/41xBsa91CPL.jpg, https://m.media-amazon.com/images/I/416bQLANjtL.jpg, https://m.media-amazon.com/images/I/411kss5Gt-L.jpg, https://m.media-amazon.com/images/I/41KOK1uONIL.jpg, https://m.media-amazon.com/images/I/41kBZjhD3TL.jpg, https://m.media-amazon.com/images/I/41alGo3wOBL.jpg, https://m.media-amazon.com/images/I/41Cpst3LEwL.jpg",Satin,Manmade,Suede,Buckle,7.5 centimetres,Cone,Normal
https://www.amazon.co.uk/dp/B0851RFBT3,Keen Newport H2 Hiking Sandals Child,B0851RFBT3,£24.94 - £94.15,Visit the Keen Store,"Is Discontinued By Manufacturer: 
No


Product Dimensions: 
1 x 1 x 1 cm; 215.46 Grams


Date First Available: 
31 Mar. 2015


Manufacturer: 
Keen


ASIN: 
B00L86VYDC


Item model number: 
Newport H2-Y - K


Department: 
Unisex Kids","['Shoes', ""Girls' Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Sports & Outdoor Sandals']","https://m.media-amazon.com/images/I/51Ydy0X2wML.jpg, https://m.media-amazon.com/images/I/517bOZ4JSeL.jpg, https://m.media-amazon.com/images/I/51dDqyypfkL.jpg, https://m.media-amazon.com/images/I/51+znYApxjL.jpg",Synthetic,Mesh,Rubber,Bungee,2 centimetres,Flat,Normal
https://www.amazon.co.uk/dp/B0825P82WB,Geox Boy's Jr Federico D School Uniform Shoe,B0825P82WB,£32.04 - £70.00,Visit the Geox Store,"Product Dimensions: 
31 x 25 x 11.5 cm; 270 Grams


Date First Available: 
4 Dec. 2019


Manufacturer: 
Geox


ASIN: 
B0825PNJKF


Item model number: 
J04D1D00043


Department: 
Boy's","['Shoes', ""Boys' Shoes"", 'Lace-ups']","https://m.media-amazon.com/images/I/31JQ79HrMaL.jpg, https://m.media-amazon.com/images/I/31Rbg4dfvkL.jpg, https://m.media-amazon.com/images/I/31e0Rs0hG5L.jpg, https://m.media-amazon.com/images/I/31S3+YX6+iL.jpg, https://m.media-amazon.com/images/I/312DVtd1ACL.jpg, https://m.media-amazon.com/images/I/31KlLlpVRlL.jpg, https://m.media-amazon.com/images/I/31M4rpPe2uL.jpg",Leather,Canvas,Rubber,Lace-Up,2.5 centimetres,Flat,Normal
https://www.amazon.co.uk/dp/B07W7TR6LP,Nero Giardini Women's Sports LACE-UP A909073D 100 Black,B07W7TR6LP,£109.02 - £137.68,Visit the Nero Giardini Store,"Package Dimensions: 
29.8 x 25 x 11.4 cm; 1 Kilograms


Date First Available: 
9 Aug. 2019


Manufacturer: 
Nero Giardini


ASIN: 
B07W5Q79Y5


Item model number: 
A909073D 100


Department: 
Girl's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31tL01gGB-L.jpg, https://m.media-amazon.com/images/I/410CnLqYEsL.jpg, https://m.media-amazon.com/images/I/516zHKwIJ6L.jpg, https://m.media-amazon.com/images/I/41I2N9otbCL.jpg, https://m.media-amazon.com/images/I/410QXXXKB4L.jpg",Leather,Leather,Rubber,Lace-Up,4.5 centimetres,Wedge,Medium
https://www.amazon.co.uk/dp/B078K7S9X5,Skechers Men's Summits Trainers,B078K7S9X5,£36.72 - £174.80,Skechers,"Product Dimensions: 
20 x 5 x 30 cm; 680.39 Grams


Date First Available: 
7 Jun. 2018


Manufacturer: 
Skechers


ASIN: 
B077BFQYFD


Item model number: 
52811


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/413Bwxt44hL.jpg, https://m.media-amazon.com/images/I/51z0w3IVL+L.jpg, https://m.media-amazon.com/images/I/417npKabzwL.jpg, https://m.media-amazon.com/images/I/41y3eZJ45TL.jpg, https://m.media-amazon.com/images/I/31eN48Qz24L.jpg, https://m.media-amazon.com/images/I/41mYtlSl5XL.jpg, https://m.media-amazon.com/images/I/41ORPNELQAL.jpg",Fabric,Manmade,EVA,Pull On,30,Flat,Medium
https://www.amazon.co.uk/dp/B0825GZ7RR,"Crocs Unisex's Classic Glitter Clog, Silver, M6 | W7 UK (39/40 EU)",B0825GZ7RR,£39.99,Visit the Crocs Store,"Product Dimensions: 
1 x 1 x 1 cm; 358.34 Grams


Date First Available: 
29 Nov. 2019


Manufacturer: 
Crocs


ASIN: 
B0825GZ7RR


Item model number: 
205441


Country of origin: 
Vietnam


Department: 
Unisex","['Shoes', ""Men's Shoes"", 'Clogs & Mules']","https://m.media-amazon.com/images/I/41fX+3860ML.jpg, https://m.media-amazon.com/images/I/41UgAwrTVmL.jpg, https://m.media-amazon.com/images/I/41svttSXCtL.jpg, https://m.media-amazon.com/images/I/41rLuFRP8SL.jpg, https://m.media-amazon.com/images/I/31j2L0is3yL.jpg, https://m.media-amazon.com/images/I/41FL3RVFESL.jpg, https://m.media-amazon.com/images/I/41fOtPgn-AL.jpg",Synthetic,Manmade,Ethylene Vinyl Acetate,Pull On,1.5 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B099MYJ4D3,Womens Trainers Breathable Knitted Flat Shoes Woven Light Sneakers Sandals Slip On Sport Water Shoes Casual Road Running Shoes Summer Lazy Shoes Black Athletic Shoe,B099MYJ4D3,£10.54 - £15.93,ZHIZIHUA,"Date First Available: 
16 July 2021


Manufacturer: 
ZHIZIHUA


ASIN: 
B099MYR4G7


Item model number: 
lady walking shoe


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Running Shoes', 'Road Running Shoes']","https://m.media-amazon.com/images/I/41GCfFj9TxS.jpg, https://m.media-amazon.com/images/I/51IK1RpdLKS.jpg, https://m.media-amazon.com/images/I/511InuoEI6S.jpg, https://m.media-amazon.com/images/I/51WpUV46z1S.jpg, https://m.media-amazon.com/images/I/51L+F7X2QUS.jpg",Mesh,"Synthetic, The size markings on the shoes are Asian sizes. We recommend that you choose the right size according to your foot length.",Rubber,"Slip-On, These Slip on Trainer For Women Suitable for any Daily Used, Such as Long-time Standing work, walking, casual, floor shoes, Nursing, Travel, Driving, Dance, Dance Shoes, Athletic, Workout.",4.5 centimetres,wedge trainers women wedge shoe womens slip safety shoes white wide fit shoe flat lace womens size 9 trainers womens gym trainers laceless trainers walking women non slip work shoes women ladies lightweight trainers white athletic shoe safety trainers womens womens trainers size 8 uk plantar fasciitis shoes running sock outdoor walking black slip trainers womens comfort shoes outdoor trainer size 2 lady shoe trainers womens size 7 womens trainers walking white slip shoe,Medium
https://www.amazon.co.uk/dp/B087T72PQB,Under Armour Men's Draw Sport Slide Golf Shoe,B087T72PQB,£79.16 - £202.43,Visit the Under Armour Store,"Package Dimensions: 
33.78 x 21.59 x 12.5 cm; 871 Grams


Date First Available: 
13 Aug. 2020


Manufacturer: 
Under Armour


ASIN: 
B087T72PQB


Item model number: 
3024563


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Golf Shoes']","https://m.media-amazon.com/images/I/41-YIyNRmwL.jpg, https://m.media-amazon.com/images/I/41HRR2PPy-L.jpg, https://m.media-amazon.com/images/I/41QaKBCMILL.jpg, https://m.media-amazon.com/images/I/31fTb-TQ++L.jpg, https://m.media-amazon.com/images/I/316B+qgMfML.jpg, https://m.media-amazon.com/images/I/31ZE+KIb6sL.jpg, https://m.media-amazon.com/images/I/417Mv28Rt1L.jpg",Synthetic,Synthetic,Rubber,Lace-Up,1 centimetres,Flat,Wide
https://www.amazon.co.uk/dp/B00VPUW75K,Playshoes Unisex Kid's Warm Lining Snow Shoes Classic Winter Boots,B00VPUW75K,£9.86 - £38.09,Visit the Playshoes Store,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
20.2 x 19 x 11.4 cm; 359.99 Grams


Date First Available: 
11 Aug. 2015


Manufacturer: 
Playshoes GmbH


ASIN: 
B00VPUW2XM


Item model number: 
193005


Department: 
Unisex Kids","['Shoes', ""Boys' Shoes"", 'Boots']","https://m.media-amazon.com/images/I/31py3taNIjL.jpg, https://m.media-amazon.com/images/I/31hlhYBXveL.jpg, https://m.media-amazon.com/images/I/31jLjvE4U0L.jpg, https://m.media-amazon.com/images/I/31FuDeKDUSL.jpg, https://m.media-amazon.com/images/I/31+dq-w0v4L.jpg, https://m.media-amazon.com/images/I/41tVZ4NFANL.jpg, https://m.media-amazon.com/images/I/41W5DsyTEkL.jpg",Synthetic,Synthetic,Rubber,Pull-On,0.5 centimetres,Block,Regular
https://www.amazon.co.uk/dp/B0892DTWYX,UGG Women's Sammy Sneaker,B0892DTWYX,£38.25 - £122.54,Visit the UGG Store,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
28.5 x 15.49 x 10.21 cm; 608 Grams


Date First Available: 
22 May 2020


Manufacturer: 
Deckers Europe Ltd trading as UGG


ASIN: 
B0892T13HW


Item model number: 
1112259


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/414FnpktLlL.jpg, https://m.media-amazon.com/images/I/41W-ZrCvNEL.jpg, https://m.media-amazon.com/images/I/41r-riqY12L.jpg, https://m.media-amazon.com/images/I/31I9DBIQECL.jpg, https://m.media-amazon.com/images/I/315UYZC8qtL.jpg, https://m.media-amazon.com/images/I/41TkobD2SUL.jpg, https://m.media-amazon.com/images/I/41NqTyYtAGL.jpg",Textile,Synthetic,Rubber,Pull On,"1"" inches",Flat,Medium
https://www.amazon.co.uk/dp/B017UT520G,"Sorel Unisex Kids Youth Tofino Ii' Snow Boots, Black Black Quarry, 3 UK Child",B017UT520G,£61.73,Visit the Sorel Store,"Is Discontinued By Manufacturer: 
No


Product Dimensions: 
35.56 x 35.56 x 15.24 cm; 399.16 Grams


Date First Available: 
5 Sept. 2016


Manufacturer: 
Sorel


ASIN: 
B017UT520G


Item model number: 
1690541010


Country of origin: 
Vietnam


Department: 
Unisex Baby","['Shoes', ""Boys' Shoes"", 'Boots']","https://m.media-amazon.com/images/I/41AE1LAjyVL.jpg, https://m.media-amazon.com/images/I/51O5Q1qxwDL.jpg, https://m.media-amazon.com/images/I/412j3foSj2L.jpg, https://m.media-amazon.com/images/I/412vEGguA9L.jpg, https://m.media-amazon.com/images/I/51CHjYzkNZL.jpg, https://m.media-amazon.com/images/I/41LugV9hv3L.jpg, https://m.media-amazon.com/images/I/519+x4RYnAL.jpg",Leather,Manmade,Rubber,Pull-On,3.05 centimetres,Flat,Normal
https://www.amazon.co.uk/dp/B071P1H7KV,"U.S. Polo Assn. Selima1 Velvet, Women's Low Trainers",B071P1H7KV,£54.41 - £71.87,U.S. Polo Assn.,"Package Dimensions: 
30.2 x 19.1 x 10.9 cm; 980 Grams


Date First Available: 
26 Sept. 2017


Manufacturer: 
U.S. Polo Assn.


ASIN: 
B071P1H7KV


Item model number: 
VANYA7103W7/YT2


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41yRUjVGLLL.jpg, https://m.media-amazon.com/images/I/41kRq8RDIbL.jpg, https://m.media-amazon.com/images/I/41qyum1dk7L.jpg, https://m.media-amazon.com/images/I/41781ZwTrYL.jpg, https://m.media-amazon.com/images/I/41gYqBDkTRL.jpg, https://m.media-amazon.com/images/I/41lA0V-pR4L.jpg, https://m.media-amazon.com/images/I/415bEVCnEAL.jpg",Synthetic,Textile,Bast,Lace-Up,3 centimetres,Block,Medium
https://www.amazon.co.uk/dp/B07QB1YKLN,Youecci Slip On Slippers for Women Men Non-Slip Shower Sandals Bath Slippers Slides House Mule Soft Foams Sole Massage Pool Shoes,B07QB1YKLN,£18.98 - £19.91,Visit the Youecci Store,"Product Dimensions: 
20 x 5 x 5 cm; 280 Grams


Date First Available: 
16 Oct. 2019


ASIN: 
B07YY5FN2B


Item model number: 
Youecci


Department: 
Men's","['Shoes', ""Women's Shoes"", 'Slippers']","https://m.media-amazon.com/images/I/51C01BvRCQL.jpg, https://m.media-amazon.com/images/I/41mEaRfUqjL.jpg, https://m.media-amazon.com/images/I/41aleUZ2q8L.jpg, https://m.media-amazon.com/images/I/41BzU+Vj62L.jpg, https://m.media-amazon.com/images/I/51ur4jrA4EL.jpg, https://m.media-amazon.com/images/I/51USdrZAnTL.jpg",Ethylene Vinyl Acetate,Manmade,Ethylene Vinyl Acetate,Slip On,1.18 inches,Flat,Medium
https://www.amazon.co.uk/dp/B001EWFF9O,"Timberland Flume Mid Wp, Men's High Rise Hiking Shoes",B001EWFF9O,£148.90 - £176.81,Visit the Timberland Store,"Is Discontinued By Manufacturer: 
No


Product Dimensions: 
2.54 x 2.54 x 2.54 cm; 544.31 Grams


Date First Available: 
28 Aug. 2012


Manufacturer: 
Timberland


ASIN: 
B001EWFF2Q


Item model number: 
TB018128242


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Trekking & Hiking Footwear']","https://m.media-amazon.com/images/I/415Iv1q0hGL.jpg, https://m.media-amazon.com/images/I/41Td7G9by6L.jpg, https://m.media-amazon.com/images/I/414jpV+AfeL.jpg, https://m.media-amazon.com/images/I/315biJuUYsL.jpg, https://m.media-amazon.com/images/I/31YNyvUm8kL.jpg, https://m.media-amazon.com/images/I/41Y7OJ+mB3L.jpg, https://m.media-amazon.com/images/I/31lNToTP10L.jpg",Leather,Mesh,Rubber,Lace-Up,2 centimetres,Flat,Medium unisex_eu
https://www.amazon.co.uk/dp/B002RHP6J4,Quayside Sydney Men's Deck Shoe,B002RHP6J4,£34.95 - £70.46,Visit the Quayside Store,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
32.4 x 23 x 12 cm; 1.2 Kilograms


Date First Available: 
30 Sept. 2009


Manufacturer: 
Quayside


ASIN: 
B002RHP6GC


Item model number: 
QSYDNVXXXX41


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Boat & Deck Shoes']","https://m.media-amazon.com/images/I/41fRt+AxpWL.jpg, https://m.media-amazon.com/images/I/41YN8qPb4XL.jpg, https://m.media-amazon.com/images/I/41HUpPBOsiL.jpg, https://m.media-amazon.com/images/I/41m2Yp4tuFL.jpg, https://m.media-amazon.com/images/I/41cGVH+NMSL.jpg, https://m.media-amazon.com/images/I/41XF3+j9hlL.jpg, https://m.media-amazon.com/images/I/41qevhGtyhL.jpg",Leather,Unlined,Rubber,Lace-Up,1 centimetres,Flat,Regular
https://www.amazon.co.uk/dp/B01M8LYY3X,Ray Rose Ladies Dance Shoes/Practice Shoes 417 - Suede/Patent Black - Regular (Medium) - 4 cm Practice,B01M8LYY3X,£111.53,Ray Rose,"Is Discontinued By Manufacturer: 
No


Date First Available: 
7 Nov. 2016


ASIN: 
B01N0A5HZ6


Item model number: 
417


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Dance Shoes']","https://m.media-amazon.com/images/I/416j7YPZWtL.jpg, https://m.media-amazon.com/images/I/31al20A8OQL.jpg",Smooth Leather,Textile,Suede,Lace-Up,4 centimetres,Bloque,Normal
https://www.amazon.co.uk/dp/B098XQ8PJJ,Women's Canvas Trainers Lace Up Sneakers Girls Plimsolls Pumps Ladies Hollow Out Lightweight Walking Shoes Fashion Flats Shoes Casual Travel Shoe Ladies Trainers,B098XQ8PJJ,£3.58 - £6.08,HTGEWGIR,"Date First Available: 
8 July 2021


Manufacturer: 
HTGEWGIR


ASIN: 
B098XP964P


Item model number: 
black sneaker


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41T1GFLhD4L.jpg, https://m.media-amazon.com/images/I/41htLHakLEL.jpg, https://m.media-amazon.com/images/I/51sLSX0t+OL.jpg, https://m.media-amazon.com/images/I/51yH1Mq7G6L.jpg, https://m.media-amazon.com/images/I/51nqPxml1CL.jpg, https://m.media-amazon.com/images/I/515pE-GML6S.jpg, https://m.media-amazon.com/images/I/51sEZcYausL.jpg","EVA,Made of great material, it has good sweat-absorbing ability, fits the foot, and is comfortable and dry.","【Super Light and Breathable】 Super light, breathable and flexible, just like socks. The breathable and smooth fabric provides great freedom and comfort. Let you enjoy vacation and travel.——（black sneaker gold sneaker women trainers ladies trainers sneakers women ladies black trainers women shoe black trainers womens green trainers fashion trainers ladies sneakers womens sport shoes wedge trainers women slip trainers women ）","【Rubber】Non slip rubber outsole, with good grip, arch support and traction, makes it more comfortable for walking,work,travel,trip and standing for a long time.——（ trainers women girls size gold sneakers lace up trainers women womans trainers light walking shoes women running shoes womens black trainers running shoe sport outdoor shoe shoe woman walking shoe woman black trainer lady shoe ）","【Warm Reminder】The Size Mark On The shoes Is Chinese Size Number. Different Shoe Styles, please Select The Size According To Your Foot Type. --- running shoes supination wide fit shoe wide trainer trainers women gym shoes women lace up trainers women lightweight trainer woman slip mesh trainers women womens green trainers platform slip sneaker stylish shoes women fitness athletic sneaker gym trainer safety shoe.",2 centimetres,"Louis Heel，The durable fabric makes them a pair of comfortable and stylish slip on womens trainers, perfect design for daily walking and jogging.——（black shoe lace trainer black sneaker woman black walking shoe black walking shoe woman breathable shoe fitness sport shoe flat lace flat shoe lace flat woman lace up shoe woman lady black shoe lady flat shoe lady lightweight trainer lady running lady running trainer lady sneaker lady walking trainer ）",Medium
https://www.amazon.co.uk/dp/B07D36X2Q9,Regatta Women's Holcombe Iep Mid High Rise Hiking Boots,B07D36X2Q9,£31.96 - £54.99,Visit the Regatta Store,"Package Dimensions: 
29.72 x 25.4 x 10.67 cm; 450 Grams


Date First Available: 
31 Jan. 2019


Manufacturer: 
Regatta


ASIN: 
B07DG5YCDD


Item model number: 
RWF573


Department: 
Girl's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Trekking & Hiking Footwear', 'Trekking & Hiking Boots']","https://m.media-amazon.com/images/I/413QkrQIbcL.jpg, https://m.media-amazon.com/images/I/41MOUjyhjBL.jpg, https://m.media-amazon.com/images/I/41oWsZlH8rL.jpg, https://m.media-amazon.com/images/I/31v0bWQOruL.jpg, https://m.media-amazon.com/images/I/31JLZw+LsoL.jpg, https://m.media-amazon.com/images/I/41A+ELqKSPL.jpg, https://m.media-amazon.com/images/I/51ACERwwo+L.jpg",Synthetic,Synthetic,Rubber,Lace-Up,1 millimetres,Flat,Medium
https://www.amazon.co.uk/dp/B07MR1D775,Skechers Men's Go Walk 5 Qualify Trainers,B07MR1D775,£46.00 - £194.24,Visit the Skechers Store,"Product Dimensions: 
1 x 1 x 1 cm; 223.96 Grams


Date First Available: 
20 Feb. 2019


Manufacturer: 
Skechers


ASIN: 
B07M9J4356


Item model number: 
55509-NVY


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41THoyjzjjS.jpg, https://m.media-amazon.com/images/I/31kaocOkdfL.jpg, https://m.media-amazon.com/images/I/31wMjRMla3L.jpg, https://m.media-amazon.com/images/I/51jSDzl-yUL.jpg, https://m.media-amazon.com/images/I/41GHGIlw9RS.jpg, https://m.media-amazon.com/images/I/51lQxWacKwS.jpg, https://m.media-amazon.com/images/I/31v1NZ+N1US.jpg",Synthetic,Textile,Ethylene Vinyl Acetate,Lace-Up,1 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B0825PPP2P,Geox Boy's J New Fast School Uniform Shoe,B0825PPP2P,£41.27 - £102.63,Visit the Geox Store,"Product Dimensions: 
25 x 16 x 10 cm; 132 Grams


Date First Available: 
1 Dec. 2019


Manufacturer: 
Geox


ASIN: 
B0825PK8W7


Item model number: 
J046CA00043


Department: 
Boy's","['Shoes', ""Boys' Shoes"", 'Lace-ups']","https://m.media-amazon.com/images/I/31fJiZudJIL.jpg, https://m.media-amazon.com/images/I/41YlhuPcgwL.jpg, https://m.media-amazon.com/images/I/41jMj8f3KeL.jpg, https://m.media-amazon.com/images/I/31ZvLCv877L.jpg, https://m.media-amazon.com/images/I/31L+yLXJ+oL.jpg, https://m.media-amazon.com/images/I/31YoNiPIwwL.jpg, https://m.media-amazon.com/images/I/312MVAC3fCL.jpg",Smooth Leather,Leather,Rubber,No closure,2.5 centimetres,Flat,Normal
https://www.amazon.co.uk/dp/B078ZL3Y8N,"Dr. Marten's 1460 Original, Men's Boots",B078ZL3Y8N,£133.78 - £287.36,Dr. Martens,"Is Discontinued By Manufacturer: 
No


Product Dimensions: 
40.64 x 17.78 x 12.7 cm; 1.36 Kilograms


Date First Available: 
28 Oct. 2017


Manufacturer: 
DR. MARTENS


ASIN: 
B077Z2LTCH


Item model number: 
11821011 1460 Pat


Department: 
Women's","['Shoes', ""Men's Shoes"", 'Boots']","https://m.media-amazon.com/images/I/41GNQ8eVqaL.jpg, https://m.media-amazon.com/images/I/31RoHbHU0IL.jpg, https://m.media-amazon.com/images/I/31ihDs+RKcL.jpg, https://m.media-amazon.com/images/I/317z8XYBCvL.jpg, https://m.media-amazon.com/images/I/31IeFfTaXAL.jpg, https://m.media-amazon.com/images/I/31JqwE1aUcL.jpg, https://m.media-amazon.com/images/I/418gkzWGB+L.jpg",Other,Leather,Other,Lace-Up,3 centimetres,Block,Medium womens_us
https://www.amazon.co.uk/dp/B097TVBQD1,Superga Women's Colour Cotrope Flatform 2790 Trainers Pink,B097TVBQD1,£42.00 - £65.31,Visit the Superga Store,"Date First Available: 
24 Jun. 2021


Manufacturer: 
Superga


ASIN: 
B097TTGN47


Item model number: 
S3114CW-A9V


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41s7y1ZMshS.jpg, https://m.media-amazon.com/images/I/41HdnLYmL9S.jpg, https://m.media-amazon.com/images/I/41WDr10IEDS.jpg, https://m.media-amazon.com/images/I/41Sr5t4xkRS.jpg, https://m.media-amazon.com/images/I/310BWCKYHmS.jpg, https://m.media-amazon.com/images/I/41vehR5D8ES.jpg, https://m.media-amazon.com/images/I/41T+sqsxv3S.jpg",Canvas,Textile,Jute fiber,Lace-Up,4.5 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B08QTW9ZMT,Womens Latin Dance Shoes Salsa Tango Cha-Cha Ballrom Custom Heel and Sole Peep Toe Practice Dancing Shoes 7026 T-bar,B08QTW9ZMT,£18.50,SHUTUP.DANCE,"Item Weight: 
907.18 Grams


Date First Available: 
17 Dec. 2020


ASIN: 
B08QV8XXJF


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Dance Shoes']","https://m.media-amazon.com/images/I/51TdZm59FrL.jpg, https://m.media-amazon.com/images/I/516gMpBRzsL.jpg, https://m.media-amazon.com/images/I/51yOI86WtfL.jpg, https://m.media-amazon.com/images/I/41wmx0Fz8UL.jpg, https://m.media-amazon.com/images/I/41cLIbSZogL.jpg, https://m.media-amazon.com/images/I/41-cZCi8naL.jpg",Polyurethane,Fur,Suede,Buckle,3.5 inches,Kitten,Normal
https://www.amazon.co.uk/dp/B0862XZ3XW,Loupika Girl's Izcabelo 02 Fashion Boot,B0862XZ3XW,£30.50 - £34.41,Loupika,"Package Dimensions: 
25 x 20 x 10 cm; 800 Grams


Date First Available: 
19 Mar. 2020


Manufacturer: 
Loupika


ASIN: 
B0862Y4HS1


Item model number: 
IZCABELO 02


Department: 
Girl's","['Shoes', ""Girls' Shoes"", 'Boots']","https://m.media-amazon.com/images/I/51yjuMv7RoL.jpg, https://m.media-amazon.com/images/I/410uQpo6W6L.jpg, https://m.media-amazon.com/images/I/41Nc9YVoT-L.jpg, https://m.media-amazon.com/images/I/3112Oq6ndfL.jpg, https://m.media-amazon.com/images/I/41FBcut7vsL.jpg, https://m.media-amazon.com/images/I/41270HlZrEL.jpg, https://m.media-amazon.com/images/I/517uvmJ2cJL.jpg",Leather,Leather,Rubber,Zip,1 centimetres,Flat,Medium
